0,0
1,1
2,2
3,3
4,4
5,5
6,7
7,6
8,6
9,7
10,8
11,8
12,7
13,7
14,7
15,7
16,7
17,7
18,7
19,7
20,9
21,9
22,9
23,7
24,7
25,9
26,7
27,4
28,7
29,9
30,7
31,9
32,10
33,12
34,2
35,8
36,8
37,8
38,6
39,7
40,11
41,7
42,6
43,7
44,13
45,14
46,9
47,7
48,16
49,7
50,7
51,15
52,7
53,8
54,8
55,17
56,7
57,6
58,6
59,9
60,7
61,7
62,9
63,5
64,7
65,9
66,5
67,7
68,9
69,7
70,7
71,5
72,7
73,17
74,7
75,17
76,6
77,8
78,7
79,6
80,7
81,18
82,7
83,1
84,4
85,17
86,7
87,7
88,7
89,5
90,5
91,12
92,7
93,4
94,5
95,17
96,7
97,7
98,7
99,4
100,8
101,13
102,7
103,6
104,6
105,9
106,9
107,9
108,7
109,5
110,5
111,19
112,9
113,9
114,7
115,20
116,9
117,7
118,7
119,5
120,9
121,9
122,12
123,7
124,9
125,21
126,4
127,9
128,5
129,4
130,7
131,9
132,7
133,22
134,22
135,5
136,5
137,5
138,5
139,5
140,4
141,9
142,16
143,2
144,7
145,7
146,23
147,4
148,17
149,20
150,24
151,24
152,12
153,2
154,9
155,12
156,12
157,24
158,1
159,24
160,6
161,4
162,24
163,4
164,2
165,17
166,7
167,8
168,8
169,4
170,9
171,7
172,7
173,7
174,7
175,7
176,7
177,12
178,14
179,5
180,7
181,3
182,12
183,7
184,9
185,12
186,8
187,7
188,9
189,17
190,22
191,22
192,24
193,7
194,7
195,14
196,25
197,9
198,7
199,3
200,3
201,9
202,17
203,7
204,22
205,7
206,12
207,1
208,7
209,9
210,9
211,8
212,22
213,9
214,8
215,7
216,17
217,7
218,17
219,26
220,9
221,7
222,13
223,13
224,13
225,7
226,7
227,7
228,7
229,7
230,7
231,6
232,27
233,27
234,5
235,5
236,9
237,7
238,1
239,14
240,12
241,22
242,2
243,2
244,9
245,11
246,7
247,14
248,7
249,9
250,9
251,7
252,6
253,7
254,7
255,17
256,9
257,9
258,9
259,7
260,2
261,9
262,7
263,7
264,7
265,9
266,4
267,7
268,17
269,28
270,8
271,2
272,5
273,5
274,9
275,7
276,9
277,7
278,5
279,22
280,23
281,24
282,4
283,7
284,4
285,4
286,24
287,5
288,5
289,4
290,7
291,7
292,5
293,5
294,5
295,5
296,17
297,7
298,5
299,5
300,13
301,7
302,24
303,12
304,2
305,12
306,5
307,4
308,15
309,1
310,7
311,7
312,7
313,22
314,2
315,2
316,7
317,5
318,1
319,12
320,7
321,7
322,8
323,27
324,8
325,2
326,2
327,9
328,5
329,6
330,13
331,13
332,7
333,22
334,9
335,22
336,7
337,5
338,3
339,24
340,24
341,4
342,5
343,2
344,2
345,1
346,2
347,8
348,4
349,8
350,7
351,1
352,18
353,1
354,9
355,8
356,20
357,29
358,2
359,8
360,12
361,12
362,9
363,7
364,5
365,9
366,7
367,1
368,2
369,7
370,18
371,7
372,1
373,5
374,7
375,8
376,30
377,17
378,14
379,6
380,7
381,7
382,5
383,13
384,6
385,7
386,24
387,1
388,2
389,15
390,18
391,18
392,11
393,9
394,20
395,4
396,23
397,7
398,2
399,7
400,2
401,8
402,31
403,9
404,13
405,9
406,9
407,17
408,9
409,22
410,22
411,22
412,9
413,9
414,32
415,9
416,22
417,32
418,32
419,17
420,32
421,22
422,22
423,22
424,22
425,32
426,22
427,1
428,1
429,9
430,5
431,5
432,20
433,12
434,2
435,20
436,23
437,7
438,9
439,22
440,5
441,7
442,18
443,18
444,7
445,9
446,1
447,1
448,5
449,5
450,18
451,7
452,8
453,5
454,20
455,11
456,24
457,4
458,24
459,4
460,2
461,12
462,22
463,4
464,4
465,12
466,9
467,5
468,18
469,1
470,7
471,11
472,1
473,5
474,9
475,7
476,17
477,22
478,5
479,5
480,22
481,5
482,6
483,7
484,4
485,9
486,2
487,1
488,9
489,24
490,7
491,7
492,6
493,7
494,7
495,22
496,2
497,1
498,21
499,7
500,22
501,26
502,9
503,32
504,32
505,32
506,22
507,26
508,32
509,22
510,22
511,22
512,22
513,32
514,32
515,32
516,22
517,22
518,22
519,32
520,22
521,9
522,9
523,22
524,22
525,32
526,22
527,22
528,22
529,9
530,32
531,9
532,22
533,17
534,9
535,22
536,22
537,9
538,24
539,24
540,22
541,7
542,1
543,7
544,3
545,12
546,17
547,8
548,31
549,5
550,4
551,9
552,7
553,4
554,7
555,5
556,5
557,7
558,9
559,7
560,4
561,9
562,4
563,4
564,4
565,8
566,7
567,7
568,7
569,4
570,6
571,13
572,9
573,1
574,1
575,9
576,8
577,14
578,28
579,14
580,1
581,7
582,5
583,20
584,8
585,5
586,24
587,2
588,15
589,7
590,18
591,7
592,3
593,3
594,7
595,9
596,28
597,28
598,12
599,9
600,8
601,7
602,5
603,7
604,6
605,6
606,17
607,9
608,7
609,7
610,4
611,6
612,6
613,13
614,7
615,7
616,9
617,32
618,22
619,7
620,5
621,8
622,8
623,7
624,9
625,7
626,11
627,8
628,9
629,9
630,17
631,7
632,5
633,5
634,8
635,7
636,9
637,8
638,24
639,2
640,4
641,19
642,6
643,28
644,7
645,7
646,9
647,7
648,12
649,12
650,12
651,1
652,12
653,2
654,9
655,1
656,1
657,7
658,7
659,6
660,7
661,7
662,7
663,7
664,7
665,7
666,7
667,7
668,5
669,2
670,2
671,2
672,20
673,18
674,7
675,16
676,7
677,9
678,22
679,22
680,1
681,20
682,9
683,18
684,17
685,9
686,9
687,9
688,18
689,7
690,7
691,13
692,13
693,6
694,6
695,7
696,28
697,13
698,7
699,14
700,13
701,1
702,19
703,9
704,25
705,4
706,1
707,7
708,9
709,7
710,3
711,15
712,9
713,8
714,1
715,1
716,2
717,22
718,17
719,3
720,20
721,9
722,30
723,17
724,14
725,7
726,33
727,24
728,28
729,9
730,3
731,24
732,7
733,18
734,14
735,5
736,7
737,22
738,9
739,9
740,15
741,9
742,7
743,7
744,18
745,7
746,6
747,17
748,17
749,22
750,2
751,7
752,5
753,16
754,7
755,22
756,22
757,22
758,32
759,22
760,31
761,31
762,5
763,20
764,7
765,20
766,1
767,5
768,7
769,33
770,1
771,15
772,9
773,16
774,3
775,7
776,12
777,6
778,6
779,7
780,7
781,7
782,4
783,21
784,20
785,1
786,1
787,8
788,22
789,5
790,23
791,24
792,24
793,22
794,6
795,6
796,6
797,1
798,7
799,19
800,18
801,9
802,22
803,7
804,7
805,6
806,5
807,9
808,34
809,4
810,4
811,7
812,7
813,13
814,7
815,6
816,3
817,11
818,5
819,1
820,7
821,8
822,20
823,20
824,15
825,5
826,5
827,17
828,15
829,1
830,7
831,24
832,25
833,14
834,5
835,5
836,15
837,5
838,5
839,9
840,9
841,31
842,7
843,9
844,28
845,7
846,1
847,14
848,7
849,7
850,18
851,20
852,9
853,9
854,6
855,7
856,12
857,9
858,7
859,4
860,22
861,24
862,7
863,9
864,1
865,8
866,17
867,5
868,31
869,20
870,24
871,24
872,35
873,9
874,8
875,20
876,7
877,7
878,14
879,22
880,7
881,18
882,3
883,6
884,9
885,7
886,9
887,22
888,9
889,9
890,9
891,17
892,17
893,20
894,7
895,1
896,9
897,9
898,5
899,9
900,7
901,22
902,32
903,22
904,22
905,22
906,6
907,6
908,7
909,7
910,22
911,9
912,12
913,1
914,9
915,1
916,4
917,28
918,7
919,7
920,18
921,7
922,5
923,2
924,4
925,2
926,7
927,7
928,7
929,7
930,7
931,7
932,7
933,7
934,24
935,28
936,7
937,7
938,7
939,5
940,4
941,5
942,11
943,5
944,24
945,1
946,9
947,7
948,17
949,5
950,13
951,9
952,5
953,18
954,7
955,31
956,22
957,23
958,7
959,1
960,16
961,4
962,24
963,24
964,7
965,15
966,24
967,9
968,6
969,6
970,7
971,5
972,5
973,28
974,22
975,8
976,4
977,33
978,2
979,7
980,14
981,7
982,28
983,7
984,6
985,4
986,4
987,6
988,24
989,12
990,9
991,7
992,6
993,7
994,7
995,36
996,4
997,6
998,24
999,6
1000,5
1001,7
1002,7
1003,9
1004,24
1005,24
1006,28
1007,14
1008,13
1009,7
1010,15
1011,18
1012,9
1013,20
1014,9
1015,17
1016,20
1017,4
1018,24
1019,7
1020,7
1021,20
1022,20
1023,20
1024,2
1025,20
1026,2
1027,13
1028,31
1029,2
1030,2
1031,1
1032,2
1033,20
1034,7
1035,6
1036,7
1037,3
1038,5
1039,1
1040,1
1041,20
1042,6
1043,2
1044,19
1045,7
1046,1
1047,20
1048,20
1049,7
1050,7
1051,9
1052,27
1053,7
1054,5
1055,4
1056,5
1057,7
1058,22
1059,2
1060,7
1061,16
