0,0
1,1
2,2
3,3
4,2
5,4
6,5
7,4
8,5
9,6
10,1
11,2
12,6
13,6
14,7
15,5
16,8
17,9
18,10
19,11
20,5
21,5
22,5
23,5
24,10
25,12
26,13
27,2
28,14
29,15
30,16
31,15
32,17
33,18
34,19
35,20
36,20
37,11
38,20
39,21
40,17
41,17
42,22
43,17
44,17
45,23
46,24
47,25
48,25
49,23
50,23
51,26
52,25
53,23
54,23
55,27
56,25
57,28
58,25
59,23
60,23
61,29
62,28
63,25
64,10
65,23
66,25
67,25
68,30
69,31
70,32
71,33
72,34
73,32
74,11
75,35
76,36
77,37
78,38
79,38
80,39
81,2
82,32
83,38
84,6
85,34
86,0
87,40
88,34
89,34
90,37
91,41
92,2
93,34
94,38
95,2
96,42
97,43
98,38
99,41
100,43
101,34
102,38
103,44
104,39
105,32
106,38
107,32
108,36
109,32
110,34
111,34
112,36
113,0
114,45
115,46
116,0
117,47
118,48
119,42
120,49
121,35
122,50
123,51
124,52
125,53
126,54
127,55
128,56
129,52
130,52
131,57
132,58
133,52
134,59
135,60
136,61
137,1
138,8
139,33
140,62
141,63
142,64
143,41
144,65
145,42
146,66
147,67
148,68
149,69
150,0
151,70
152,71
153,72
154,43
155,49
156,73
157,35
158,11
159,35
160,74
161,75
162,76
163,77
164,0
165,78
166,79
167,80
168,81
169,82
170,45
171,39
172,83
173,84
174,85
175,86
176,39
177,87
178,88
179,3
180,89
181,90
182,91
183,85
184,92
185,93
186,92
187,14
188,3
189,94
190,95
191,96
192,3
193,93
194,97
195,98
196,99
197,43
198,92
199,100
200,85
201,85
202,101
203,102
204,85
205,11
206,103
207,104
208,105
209,92
210,97
211,56
212,56
213,11
214,8
215,106
216,11
217,43
218,107
219,8
220,2
221,108
222,11
223,19
224,19
225,109
226,110
227,36
228,11
229,6
230,56
231,11
232,17
233,56
234,111
235,112
236,113
237,11
238,17
239,111
240,11
241,109
242,114
243,114
244,3
245,115
246,116
247,0
248,11
249,19
250,56
251,37
252,117
253,11
254,2
255,11
256,17
257,11
258,118
259,109
260,17
261,32
262,111
263,11
264,36
265,110
266,11
267,11
268,11
269,11
270,11
271,110
272,11
273,43
274,43
275,56
276,8
277,17
278,36
279,119
280,6
281,120
282,43
283,11
284,56
285,111
286,106
287,111
288,121
289,2
290,56
291,43
292,110
293,45
294,110
295,114
296,122
297,11
298,123
299,45
300,39
301,19
302,11
303,2
304,11
305,6
306,17
307,2
308,56
309,110
310,11
311,11
312,56
313,2
314,124
315,8
316,106
317,125
318,126
319,127
320,17
321,11
322,3
323,123
324,0
325,11
326,120
327,38
328,128
329,129
330,130
331,128
332,131
333,132
334,133
335,134
336,135
337,135
338,136
339,133
340,130
341,137
342,38
343,131
344,134
345,130
346,137
347,130
348,134
349,130
350,130
351,38
352,134
353,131
354,38
355,138
356,138
357,138
358,2
359,56
360,138
361,56
362,56
363,2
364,139
365,2
366,140
367,2
368,2
369,141
370,142
371,138
372,143
373,2
374,2
375,2
376,144
377,145
378,2
379,146
380,2
381,2
382,147
383,147
384,148
385,142
386,138
387,38
388,138
389,2
390,140
391,2
392,2
393,2
394,2
395,149
396,0
397,150
398,147
399,138
400,151
401,38
402,141
403,56
404,2
405,152
406,2
407,147
408,38
409,153
410,2
411,147
412,0
413,142
414,147
415,35
416,35
417,154
418,155
419,156
420,157
421,158
422,2
423,2
424,2
425,156
426,159
427,145
428,2
429,2
430,2
431,160
432,161
433,36
434,137
435,118
436,36
437,13
438,162
439,133
440,13
441,123
442,163
443,163
444,13
445,164
446,161
447,1
448,1
449,165
450,13
451,130
452,166
453,120
454,42
455,137
456,111
457,167
458,111
459,162
460,168
461,123
462,41
463,111
464,13
465,1
466,120
467,13
468,13
469,130
470,36
471,169
472,1
473,170
474,13
475,169
476,111
477,4
478,36
479,13
480,1
481,167
482,133
483,41
484,1
485,171
486,55
487,36
488,172
489,166
490,123
491,36
492,53
493,164
494,49
495,166
496,4
497,13
498,2
499,140
500,173
501,174
502,175
503,2
504,118
505,176
506,2
507,177
508,2
509,56
510,56
511,2
512,178
513,2
514,179
515,56
516,177
517,180
518,173
519,2
520,92
521,2
522,2
523,43
524,2
525,56
526,56
527,181
528,2
529,2
530,2
531,182
532,177
533,183
534,43
535,41
536,184
537,173
538,2
539,2
540,11
541,179
542,2
543,185
544,4
545,35
546,2
547,11
548,177
549,2
550,41
551,2
552,2
553,186
554,56
555,187
556,188
557,2
558,2
559,2
560,2
561,41
562,2
563,189
564,190
565,191
566,179
567,179
568,192
569,2
570,2
571,164
572,173
573,179
574,177
575,193
576,2
577,11
578,2
579,41
580,194
581,173
582,1
583,173
584,11
585,43
586,195
587,196
588,41
589,197
590,2
591,198
592,2
593,199
594,18
595,2
596,38
597,138
598,123
599,200
600,201
601,202
602,1
603,203
604,2
605,197
606,204
607,205
608,2
609,17
610,203
611,18
612,1
613,204
614,204
615,202
616,86
617,204
618,204
619,204
620,203
621,204
622,138
623,206
624,204
625,2
626,2
627,32
628,41
629,41
630,41
631,204
632,41
633,111
634,207
635,41
636,41
637,208
638,22
639,44
640,41
641,43
642,111
643,73
644,41
645,209
646,47
647,210
648,211
649,2
650,120
651,212
652,212
653,18
654,120
655,13
656,13
657,123
658,2
659,14
660,123
661,213
662,11
663,11
664,11
665,3
666,214
667,215
668,71
669,212
670,39
671,216
672,38
673,38
674,217
675,218
676,219
677,49
678,13
679,220
680,71
681,43
682,138
683,213
684,216
685,221
686,49
687,49
688,222
689,11
690,2
691,2
692,2
693,128
694,2
695,128
696,2
697,128
698,2
699,223
700,128
701,2
702,2
703,56
704,128
705,224
706,2
707,2
708,2
709,2
710,225
711,11
712,226
713,128
714,120
715,120
716,227
717,130
718,2
719,228
720,229
721,216
722,230
723,120
724,120
725,2
726,120
727,11
728,11
729,174
730,174
731,130
732,120
733,11
734,3
735,2
736,231
737,232
738,11
739,230
740,233
741,234
742,128
743,235
744,236
745,101
746,74
747,22
748,237
749,114
750,182
751,154
752,154
753,121
754,25
755,238
756,239
757,25
758,156
759,240
760,154
761,189
762,241
763,154
764,126
765,115
766,2
767,133
768,216
769,106
770,216
771,2
772,56
773,242
774,11
775,114
776,19
777,6
778,41
779,49
780,165
781,243
782,38
783,123
784,38
785,216
786,244
787,245
788,55
789,2
790,115
791,6
792,242
793,2
794,38
795,11
796,71
797,56
798,126
799,246
800,56
801,172
802,2
803,216
804,41
805,2
806,107
807,107
808,6
809,49
810,4
811,56
812,11
813,71
814,115
815,126
816,38
817,126
818,2
819,2
820,41
821,11
822,247
823,41
824,216
825,216
826,216
827,19
828,248
829,126
830,43
831,32
832,36
833,43
834,1
835,249
836,42
837,33
838,7
839,36
840,2
841,43
842,2
843,3
844,148
845,36
846,24
847,216
848,25
849,25
850,250
851,43
852,6
853,2
854,111
855,43
856,24
857,42
858,175
859,2
860,33
861,43
862,42
863,175
864,36
865,6
866,3
867,3
868,42
869,107
870,2
871,3
872,4
873,6
874,67
875,117
876,6
877,36
878,106
879,118
880,36
881,3
882,41
883,2
884,6
885,43
886,2
887,36
888,41
889,43
890,42
891,43
892,2
893,2
894,36
895,3
896,41
897,2
898,36
899,3
900,251
901,36
902,3
903,1
904,56
905,3
906,56
907,24
908,6
909,56
910,36
911,107
912,43
913,3
914,107
915,252
916,3
917,107
918,138
919,43
920,2
921,2
922,118
923,107
924,36
925,2
926,36
927,32
928,3
929,43
930,107
931,253
932,42
933,251
934,3
935,3
936,2
937,4
938,2
939,3
940,2
941,2
942,249
943,33
944,118
945,43
946,118
947,36
948,2
949,2
950,254
951,32
952,36
953,6
954,2
955,3
956,175
957,8
958,3
959,25
960,39
961,39
962,255
963,255
964,39
965,39
966,39
967,256
968,114
969,202
970,36
971,257
972,258
973,202
974,11
975,176
976,36
977,202
978,259
979,11
980,20
981,260
982,260
983,261
984,111
985,39
986,11
987,47
988,109
989,261
990,138
991,20
992,256
993,176
994,195
995,71
996,262
997,36
998,263
999,145
1000,1
1001,130
1002,264
1003,265
1004,1
1005,1
1006,11
1007,1
1008,2
1009,165
1010,1
1011,266
1012,1
1013,267
1014,13
1015,130
1016,264
1017,223
1018,268
1019,268
1020,268
1021,269
1022,11
1023,270
1024,11
1025,204
1026,1
1027,271
1028,1
1029,272
1030,11
1031,1
1032,273
1033,1
1034,130
1035,130
1036,1
1037,128
1038,268
1039,1
1040,271
1041,130
1042,270
1043,1
1044,1
1045,130
1046,274
1047,265
1048,1
1049,275
1050,268
1051,276
1052,277
1053,278
1054,279
1055,280
1056,51
1057,42
1058,117
1059,33
1060,281
1061,280
